Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Capacity (cl),Alcohol Percentage %,Price,Awards,Palate,Finish,Nose,Alcohol Percentage
The Glenturret Triple Wood (2021 Release),Glenturret,Scotland,Glenturret,Scotch Whisky,4.5,2.0,70,44,49.95,0,"Candied oranges dipped in dark chocolate, treacly ginger cake, zesty oak spice.","Sweet barley, dusty cinnamon, prunes, and clove.","Sweet, toasted oak, bread and butter pudding packed with juicy sultanas.","(70cl, 44%)"
Talisker Dark Storm 1l,Talisker,Scotland,Talisker,Scotch Whisky,4.0,53.0,100,45,69.9,2,"Huge oak influence, with a big burst of smoke on palate entry. Beyond that, though, you find red fruit, citrus and fresh honey.","A very, very long finish, peppered with honey-roasted nuts.","Smoky bacon, black pepper and red chili, dressed with a touch of orchard fruit and golden malt.","(100cl, 45.8%)"
Seaweed & Aeons & Digging & Fire 18 Year Old,Seaweed & Aeons & Digging & Fire,Scotland,Seaweed & Aeons & Digging & Fire,Scotch Whisky,5.0,3.0,70,40,74.95,0,"A powerful tangle of sooty chimney smoke, herbaceous peat, and old oak. A soft smooth texture brings notes of Eat Me dates and chocolate salted almonds, cushioning savoury layers of parma ham and biltong.","Coastal bonfire embers smoulder while smoked herbs grip vanilla wafers. There's spice, but it rests way off in the depths, kept at bay by a silky soft layer of stone fruits that emerge over time.","Woody cloves and warm tarmac take the lead, with earthen charred pineapple, peach, and nectarine. Apricot fromage frais follows with a touch of vanilla, and furniture polish, with ashen, meaty peat.","(70cl, 40%)"
Black & Gold 11 Year Old Bourbon Whiskey,Black & Gold,United States,Black & Gold,American Whiskey,4.5,14.0,70,45,59.95,0,"Caramelised nuts, cask char leading to earthy cigar box and vanilla pod, with a touch of maple syrup hiding in there too.","Lasting oak and forest floor richness, well-balanced by toffee and chocolate sweetness.","Dense vanilla, toasted brown sugar atop apple pie, gingersnaps and cinnamon sticks.","(70cl, 45%)"
Highland Park Cask Strength - Release No.3,Highland Park,Scotland,Highland Park,Scotch Whisky,5.0,4.0,70,64,58.9,0,"Rich, roasted barley with charred heather and spiced honey. Peat smoke rests boldly at the core, with a tarry, oily character balanced by flamed citrus zest.","Notes of toasted, buttered fruit loaf emerge, along with drizzles of citrus oil, while the dense, floral smoke lingers with a prickle of peppery spice.","Hefty layers of smouldering peat and earthen ash, with whispers of oaken vanilla, floral tea, and grilled mango joining in time.","(70cl, 64.1%)"
GlenAllachie 12 Year Old,GlenAllachie,Scotland,GlenAllachie,Scotch Whisky,4.0,36.0,70,46,47.95,4,"Stem ginger and sultana, oily barley and buttery vanilla.",Very slightly chocolatey on the finish.,"Fried banana, almond, cola cubes, freshly cut oak.","(70cl, 46%)"
Four Walls Bartender's Blend,Four Walls,Ireland,Four Walls,Irish Whiskey,0.0,0.0,70,45,79.95,0,"Rich caramel, cherry, and aromatic gingerbread join the aromas from the nose.",Long and sweet.,Measured amounts of rye spice meet creamy vanilla and tropical fruit.,"(70cl, 45%)"
Macleanâs Nose,Adelphi,Scotland,Adelphi,Scotch Whisky,0.0,0.0,70,46,29.5,0,"Creamy notes of macadamia nuts, Caramac, and rice pudding with a burnt top. Zesty citrus follows, with floral malt and earthy smoke.",Oily tar and smoky ash join toasted hazelnuts and creamy praline.,"Flamed orange peel, salted lemons, and charred driftwood, with stone fruits, sawdust, and a touch of smoky tar.","(70cl, 46%)"
Hakushu 12 Year Old,Hakushu,Japan,Hakushu,Japanese Whisky,4.0,34.0,70,43,169.75,2,"Much more fruit on the palate, but it's by no means a sweet whisky. Still rich, herbaceous and grassy, with a waft of smoke along the way.","Quite short, though enjoyable with orange peel and a touch of minerals.","Toasted barley, seed & nut loaf, chopped almonds and a little bit of barrel char. Hints of milk chocolate and dried grass bring sweetness.","(70cl, 43%)"
Nikka Coffey Grain Whisky,Nikka,Japan,Nikka,Japanese Whisky,4.5,45.0,70,45,57.99,0,"Sweet, fruity flavours of melon, grapefruit and thick syrup, balanced by crunchy biscuits and fresh vanilla.","The corn notes, sweet and vibrant, last on the finish.",Bourbon-like vanilla and corn notes with a herbal hint of chamomile.,"(70cl, 45%)"
Eagle Rare 10 Year Old,Eagle Rare,United States,Eagle Rare,American Whiskey,4.0,81.0,70,45,40.45,9,"Honey, buttered bread, oily walnuts and a touch of red fruit.","Vanilla, oak spice and a little bit of old leather.",Toasted oak gives way to flamed orange peel and maple syrup.,"(70cl, 45%)"
Glenfiddich 18 Year Old,Glenfiddich,Scotland,Glenfiddich,Scotch Whisky,4.0,105.0,70,40,84.99,13,"Candied fruits and Glenfiddich freshness balances richer notes of dried apricot, more cinnamon and toffee, ginger and dry Sherry.",Peels and a touch of salted toffee.,"Loads of fruit. Zesty grapefruit, baked toffee apples. Dry, chocolate Flake-y wood and cinnamon.","(70cl, 40%)"
Bunnahabhain StiÃ¹ireadair,Bunnahabhain,Scotland,Bunnahabhain,Scotch Whisky,4.0,80.0,70,46,36.99,4,"Honey-roasted nuts, cinnamon and clove, with a touch of salt sea too.",Sherried peels and chilli-chocolate.,"Brine, toasted sugar and caramel-drizzled raisins.","(70cl, 46.3%)"
Laphroaig 10 Year Old Sherry Oak Finish,Laphroaig,Scotland,Laphroaig,Scotch Whisky,4.5,24.0,70,48,56.9,2,"More roasted cedar and peat smoke, with a hint of iodine tucked away. Dark chocolate, honey, and vanilla pod.",A balanced finish of sherried sweetness and smouldering peat.,"Smoked meats, maple syrup, BBQ lemon, charred oak, a smidge of coffee.","(70cl, 48%)"
Seaweed & Aeons & Maple Syrup & Toasted Oats,&Whisky,Scotland,&Whisky,Scotch Whisky,4.5,6.0,70,40,31.95,0,"Sweet, barbecued meats, with cornbread, maple syrup, and a crack of earthy black pepper.","The peat lingers, with drizzles of caramel.","Earthy peat mingles with apricot, buttery shortbread, warm oak, and a touch of furniture polish.","(70cl, 40%)"
Old Pulteney 15 Year Old,Pulteney,Scotland,Pulteney,Scotch Whisky,4.5,12.0,70,46,66.9,3,"Salted caramel cookies, green apple sharpness, sea salt and straw.",Chocolate with red chilli. A hint of spiced rum warmth.,"Toffee, coffee and sultanas. Balanced sweetness of toffee and sea spray salinity.","(70cl, 46%)"
Bunnahabhain Cruach MhÃ²na,Bunnahabhain,Scotland,Bunnahabhain,Scotch Whisky,5.0,21.0,100,50,83.9,3,"Sweet and smoky, lemon, salt and pepper. Beneath there's oak and malt and hints of sand dune.",More sweet smoke and citrus.,"Peat and vanilla, creosote, dried herbs, harbour rope, sweet biscuits and orchard fruit.","(100cl, 50%)"
Loch Lomond 14 Year Old,Loch Lomond,Scotland,Loch Lomond,Scotch Whisky,3.5,3.0,70,46,54.0,1,"Caramelised dates, fresh pear, spiced apple cake, and just a touch of anise.","Cinnamon and clove, tempered by juicy apricot, with toasted oak.","Apples, orange, grapefruit and a hint of sandalwood.","(70cl, 46%)"
Benrinnes 12 Year Old 2010 Single Cask (Master of Malt),Benrinnes,Scotland,Master of Malt,Scotch Whisky,5.0,2.0,70,51,54.95,0,"Floral fruits balance buttered malt loaf. There's something else, redbush tea and sweeter hints of hibiscus, honey, and delicate caramel.","Fresh fruit salad at the end, redcurrants, blueberry, vanilla cream with dustings of icing sugar, roasted chestnuts, and milk chocolate.","Vibrant with crisp orchard fruit and mellow, buttery malt. Hints of red berries arrive before a sweeter helping of honey-roasted ham.","(70cl, 51.1%)"
Yamazaki 18 Year Old,Yamazaki,Japan,Yamazaki,Japanese Whisky,4.5,86.0,70,43,950.0,3,"A rich, bittersweet palate with heather roots, cigar leaves, honey, toffee apples, plum wine and black pepper. A touch of rancio, perhapsâ¦","Long, fruity, marmalade-led finish.","Truffles, thick bitter marmalade and resin. Potpourri and heavy Oloroso sherry.","(70cl, 43%)"
Campbeltown Loch Blended Malt,J and A Mitchell,Scotland,Springbank,Scotch Whisky,4.5,2.0,70,46,38.94,0,"Oily with herbaceous hints creeping in beneath sweet vanilla caramel and juicy baked fruit. Seaweed salinity and sweet baking spice bring balance, with whispers of peat poking through.","Whisps of ginger and nutmeg, sweet tea, oatcakes, and subtly smoky oak.","Soft peach, apricot, and floral honey with zesty notes of lemon meringue and just a touch of salty soot.","(70cl, 46%)"
Balmenach 8 Year Old 2013 (Master of Malt),Balmenach,Scotland,Master of Malt,Scotch Whisky,4.5,6.0,70,57,44.95,0,"A glorious lick of toffee coats the mouth followed by a light dusting of pepper. Rich and sweet, with creamy notes of dark beer and char leading to more spicy oak and chewy toffee pennies.","A medley of brown sugar and spice, with toasted oak, chocolate buttons, a touch of treacle, and barley water.","Burnt sugar, hot caramel, dark chocolate with almonds, creamy coffee, rice pudding.","(70cl, 57.8%)"
Chita Single Grain,Chita,Japan,Chita,Japanese Whisky,4.0,41.0,70,43,48.9,0,Vanilla sponge cake and more honey. A touch of orchard blossom.,"Medium length, rather zesty.","Honeydew melon, citrus and honey'd cereal.","(70cl, 43%)"
Dalmore 15 Year Old,Dalmore,Scotland,Dalmore,Scotch Whisky,3.5,121.0,70,40,104.99,6,"Medium, lovely delivery. Zesty orange, CuraÃ§ao, chocolate. Winter spice, stem ginger in syrup. Hints of anise and a little hickory.",Malty barley and smoky espresso.,"A chocolate orange. Potpourri, perfumed. Fruitcake, Sherry.","(70cl, 40%)"
Aberlour 18 Year Old,Aberlour,Scotland,Aberlour,Scotch Whisky,3.0,14.0,50,43,134.99,2,Fresh juicy apples and oranges before sherry kicks in with supple sultanas and vanilla.,Intricate with chocolate raisins and oily caramel notes.,"Creamy, like melted vanilla ice-cream. Fruity and honeyed.","(50cl, 43%)"
Hakushu Distillerâs Reserve,Hakushu,Japan,Hakushu,Japanese Whisky,4.5,41.0,70,43,67.99,0,"All the notes on the nose swim effortlessly through the palate, the mint developing sweeter notes as it goes on. Citrus zest also pops in to say hello.",A waft of smoke appears during the long finish.,"The herbs are very up front with this one. Peppermint, pine and pleasant grassy notes. Cucumber and melon round out the nose.","(70cl, 43%)"
Astra Victoria 12 Year Old,Astra Victoria,Scotland,Astra Victoria,Scotch Whisky,2.5,4.0,50,45,27.95,0,"Trail mix and granola, packed with dried fruit sweetness and candied nuts before drying oak, cranberries, and blackcurrants creep in.","Old, tannic, dense sherried oak wraps things up with woody spice, maple syrup, and fruit sponge.","Big and bold with old oak, leather furniture, old books, leading to fruity notes of plum jam, barley sugar sweeties, and candied lemon, and a distant floral note of hibiscus.","(50cl, 45.8%)"
Laphroaig Lore,Laphroaig,Scotland,Laphroaig,Scotch Whisky,4.5,53.0,70,48,69.0,4,"Lively with hints of bitter chocolate, ash and a spicy chili bite. ?","Short, dry finish with a lingering sweet aftertaste. ?",Pungent peat smoke and seaside minerals with a hint of ash and chocolate. ?,"(70cl, 48%)"
Toki Blended Japanese Whisky,Suntory,Japan,Suntory,Japanese Whisky,4.0,70.0,70,43,32.9,0,"More green apple on the palate leads along bright citrus notes from pink grapefruit. Bitter herbs, toasted almonds and vanilla oak linger underneath.",White pepper and ginger add spice to the finish.,Soft orchard fruits and thyme honey are joined by a helping of peppermint in the backdrop.,"(70cl, 43%)"
Mashbill Rye Whiskey,Mashbill,United States,Mashbill,American Whiskey,5.0,1.0,70,45,39.95,0,"Sweet golden syrup and rye spice balance while buttered corn nestles beneath, and warming notes of green capsicum develop over time.","A touch of liquorice joins vanilla and candied almonds, with lingering notes of bold oak char, buttered rye bread, carraway, and nutmeg.","Mellow, sweet, and buttery with plenty of robust spicy rye. Peppercorns and a touch of green chilli are joined by notes of hickory and spiced barbecue glaze.","(70cl, 45.2%)"
Octomore 13.1 5 Year Old,Bruichladdich,Scotland,Bruichladdich,Scotch Whisky,0.0,0.0,70,59,134.95,0,"Waves of smoke, with charred peaches, creamy oatcakes drizzled with heather honey, toasted coconut and spiced ginger cake.","Earthy peat builds, with damp embers, and fragrant spice.","Plenty of sweet smoke and earthy char, with pecan pie, barley water, buttery apricot crostata, and oak influence.","(70cl, 59.2%)"
Caperdonich 18 Year Old Peated - Secret Speyside Collection,Caperdonich,Scotland,Caperdonich,Scotch Whisky,5.0,5.0,70,48,137.99,1,"Fiery peat builds, supported by toasted brown sugar and more dried fruit.",Slightly buttery and savoury.,"Apricot and flamed orange peel, with muted smoke wafting in behind layers of toffee.","(70cl, 48%)"
Laphroaig 10 Year Old Cask Strength Batch 015,Laphroaig,Scotland,Laphroaig,Scotch Whisky,4.5,6.0,70,56,76.95,0,"Rich, earthy, and spicy heaps of clove, cardamom, and chilli. Then, salted caramel, blackcurrant, and a hint of liquorice.",Huge and drying.,Thick waves of iodine peat smoke followed by candied fruit and toffee.,"(70cl, 56.5%)"
TB/BSW 6 Year Old (Thompson Bros.),Thompson Bros.,Scotland,Thompson Bros.,Scotch Whisky,5.0,2.0,70,46,33.95,0,"The dried fruits continue with raisins, chocolate-dipped orange wheels, and soaked sultanas tangling with candied nuts and fig rolls.","Maple syrup, crystalised ginger, and warming sprinkles of powdered cinnamon, with lingering baked fruit and tea loaf.","Dense layers of jammy stone fruit, honeyed sultanas, mocha, and almost savoury, tangy oaken spice.","(70cl, 46%)"
Fettercairn 16 Year Old - 3rd Release: 2022,Fettercairn,Scotland,Fettercairn,Scotch Whisky,0.0,0.0,70,46,71.0,0,Sweet sultanas and raisins lead to tropical notes of fresh mango and guava. Oily walnut and buttered corn are joined by hints of earthy coffee before a prickle of root ginger arrives.,"Soft, oaken caramel, sticky prunes, and spiced apple linger, with vanilla and spice keeping each other in check.","Plantain crisps, dried pineapple, and mango rest beside zesty citrus peels. Dense notes of dates, figs, and charred oak mingle in the depths.","(70cl, 46.4%)"
Balblair 12 Year Old,Balblair,Scotland,Balblair,Scotch Whisky,4.0,11.0,70,46,43.99,5,"Juicy red apple and cooked pear, with layers of honey and barley developing.","Honey continues, with some milky tea and sultana notes for company.","Waxy peels, sponge cake, soft cedar earthiness and some nutmeg.","(70cl, 46%)"
Laphroaig 10 Year Old,Laphroaig,Scotland,Laphroaig,Scotch Whisky,4.0,456.0,70,40,38.99,8,"Seaweed-led, with a hint of vanilla ice cream and more than a whiff of notes from the first aid box (TCP, plasters etc). The oak is big, and muscles its way into the fore as you hold this whisky over your tongue. An upsurge of spices develop â cardamom/black pepper/chilli.","Big and drying, as the savoury, tarry notes build up with an iodine complexity.","This opens on big, smoky muscular peat notes. There are spices, and liquorice, as well as a big dose of salt. This whisky has become slightly sweeter in recent years, and it appears beautifully on the nose, amidst the classic iodine/sticking plasters and cool wood smoke we love.","(70cl, 40%)"
Dalmore 12 Year Old,Dalmore,Scotland,Dalmore,Scotch Whisky,3.5,143.0,70,40,63.4,2,Notes of Seville marmalade and triple sec with winter spices and fruitcake. Zesty cocoa and milk chocolate.,"Medium, oranges.","A warm coffee house in Seattle; roasting beans, the oily nuttiness in a fine espresso, there are little notes of malt and cereal and butter from the pastry counter with rich orange from the fruit bowl on the counter.","(70cl, 40%)"
